Country,Data Quality,SDGi,Life Expectancy,HDI,Per Capita GDP,Region,Income Group,Population (millions),Cropland Footprint Production,Grazing Footprint Production,Forest Product Footprint Production,Fish Footprint Production,Built up land Production,Carbon Footprint Production,Total Ecological Footprint (Production),Cropland Footprint Consumption,Grazing Footprint Consumption,Forest Product Footprint Consumption,Fish Footprint Consumption,Built up land Consumption,Carbon Footprint Consumption,Total Ecological Footprint (Consumption),Cropland,Grazing land,Forest land,Fishing ground,Built up land,Total biocapacity ,Ecological (Deficit) or Reserve,Number of Earths required,Number of Countries required,actual Country Overshoot Day 2018
Afghanistan,3A,53.9,64.486,0.509,564.6173825,Middle East/Central Asia,LI,37.17189844,0.139392867,0.157739831,0.052033927,8.3972E-05,0.028433398,0.090303147,0.467987142,0.269787812,0.165095142,0.062878631,0.001059565,0.028433398,0.155000803,0.682255352,0.139392867,0.157739831,0.014376868,0,0.028433398,0.339942964,-0.342312387,0.431091311,2.006970062,
Albania,3A,71,78.458,0.792,5046.032611,Other Europe,UM,2.88273999,0.362065115,0.195717639,0.163174488,0.018086734,0.04224762,0.639822238,1.421113833,0.547458324,0.195847929,0.207561323,0.040594971,0.04224762,0.852747856,1.886458023,0.362065115,0.195717639,0.310590492,0.082072359,0.04224762,0.992693225,-0.893764798,1.19198136,1.900343404,43407.21284
Algeria,3A,70.9,76.693,0.746,4759.830054,Africa,UM,42.22839844,0.249653045,0.108329191,0.079856899,0.008417109,0.037283149,1.200642297,1.68418169,0.642916868,0.150201265,0.163527535,0.013792763,0.037283149,1.333187136,2.340908715,0.249653045,0.249356358,0.025332506,0.00754137,0.037283149,0.569166426,-1.771742289,1.479131537,4.112872099,43347.76642
Angola,3A,50.3,60.782,0.582,3233.902767,Africa,LM,30.80980078,0.210919267,0.054546374,0.086584432,0.078892022,0.046437427,0.201849769,0.679229292,0.329742116,0.075852851,0.089536691,0.091382906,0.046437427,0.228892681,0.861844673,0.210919267,0.918249423,0.485999727,0.175160477,0.046437427,1.836766321,0.974921648,0.544566999,0.469218464,
Antigua and Barbuda,2B,,76.885,0.772,15134.91009,Central America/Caribbean,HI,0.096286003,,,,,,,1.910372799,,,,,,,4.65509242,,,,,,0.856508776,-3.798583643,2.941376551,5.434961728,43225.09156
Argentina,3A,72.8,76.52,0.842,10076.39541,South America,UM,44.36110156,2.207423131,0.969692209,0.250687823,0.174033948,0.092705246,1.381537229,5.076079587,0.908613949,0.717146942,0.276677713,0.08359322,0.092705246,1.233009028,3.311746098,2.207423131,1.721421363,0.60991216,1.548194296,0.092705246,6.179656197,2.867910099,2.0925669,0.535911059,43275.42692
Armenia,3A,71.8,74.945,0.771,4406.741763,Middle East/Central Asia,LM,2.95175,0.208557325,0.156551688,0.198052714,4.41356E-05,0.035762932,0.652324421,1.251293216,0.482838528,0.201365023,0.267196015,0.0007562,0.035762932,0.912473417,1.900392117,0.208557325,0.263464504,0.092649369,0.015682325,0.035762932,0.616116456,-1.28427566,1.200785786,3.084469012,43404.96762
Australia,3A,75.6,82.7488,0.943,57032.23705,Asia-Pacific,HI,24.89819922,1.921157918,2.413254817,0.984092571,0.041369172,0.040870354,5.445939304,10.84668414,0.76599486,0.522429084,0.947138882,0.11282207,0.040870354,4.696783702,7.086038951,1.921157918,4.613393328,1.959529206,2.936743398,0.040870354,11.4716942,4.385655253,4.477399573,0.617697685,43182.52053
Austria,3A,82.1,81.6927,0.921,49711.01453,EU,HI,8.891389648,0.519068701,0.144925247,1.31108456,5.99368E-05,0.131240905,2.513095839,4.619475188,0.75180032,0.269214364,0.919378384,0.056384393,0.131240905,3.936441187,6.064459553,0.519068701,0.144925247,1.877495539,0.002955643,0.131240905,2.675686034,-3.388773519,3.831902251,2.266506412,43196.25295
Azerbaijan,3A,72.4,72.864,0.754,5795.021657,Middle East/Central Asia,UM,9.949540039,0.435543824,0.173177123,0.016226656,0.000289619,0.056911876,1.114565734,1.796714833,0.591934801,0.222369954,0.127092964,0.010219862,0.056911876,1.051545321,2.060074778,0.435543824,0.173177123,0.10707279,0.014455742,0.056911876,0.787161355,-1.272913423,1.30168321,2.617093389,43381.40617
Bahamas,3A,,73.752,0.812,28845.52102,Central America/Caribbean,HI,0.385636993,0.049306763,0.002349988,0.063665504,0.054176856,0.04253078,1.7110754,1.92310529,0.580121173,0.276781914,0.220928673,0.11421525,0.04253078,3.049948195,4.284525984,0.049306763,0.002349988,1.099231002,7.981965165,0.04253078,9.175383697,4.890857713,2.707229659,0.466958781,43235.82417
Bahrain,3A,66.1,77.163,0.852,21477.97066,Middle East/Central Asia,HI,1.569449951,0.006860456,0,0.001742952,0.026571856,0.069380979,7.187054852,7.291611094,0.590591677,0.307914737,0.219729538,0.08023726,0.069380979,6.905033914,8.172888106,0.006860456,0,0.00077537,0.388243106,0.069380979,0.465259911,-7.707628195,5.164138381,17.56628481,43171.67975
Bangladesh,3A,63.5,72.32,0.625,1202.153962,Asia-Pacific,LI,161.377,0.273862595,0.003197946,0.061930717,0.021760882,0.081455844,0.191779706,0.633987689,0.385748168,0.005440179,0.081785111,0.02700484,0.081455844,0.322460086,0.903894227,0.273862595,0.003197946,0.005128131,0.051223423,0.081455844,0.414867939,-0.489026289,0.57113652,2.178751701,
Barbados,3A,68.4,79.081,0.81,16136.91043,Central America/Caribbean,HI,0.286640991,0.067419993,0.003161593,0.020765336,0.072331937,0.05427166,1.686199896,1.904150416,0.575687411,0.283128381,0.12874508,0.272113332,0.05427166,2.655709205,3.969655069,0.067419993,0.003161593,0.018273383,0.043039482,0.05427166,0.186166112,-3.783488957,2.508274656,21.32318834,43246.51835
Belarus,3A,78.8,74.1756,0.823,6607.808124,Other Europe,UM,9.452620117,0.854818813,0.249903135,1.684791369,0.000351119,0.049761524,2.263102193,5.102728153,0.713218302,0.124496003,1.317421528,0.07134613,0.049761524,2.126735363,4.40297885,0.854818813,0.249903135,1.6850849,0.0178146,0.049761524,2.857382971,-1.545595878,2.782075537,1.540913099,43232.19701
Belgium,3A,82.2,81.5951,0.93,46768.04017,EU,HI,11.4822002,0.290762899,0.033216934,0.290377779,0.013942882,0.133779704,2.894667947,3.656748145,1.10036583,0.408781676,0.564127271,0.094978505,0.133779704,4.563600668,6.865633655,0.290762899,0.033216934,0.26228513,0.041856057,0.133779704,0.761900724,-6.10373293,4.338133816,9.011191924,43185.13756
Belize,2A,64.4,74.496,0.714,4217.207618,Central America/Caribbean,UM,0.383071014,0.508001299,0.194245823,0.198326909,5.204306641,0.000522417,0.376702381,6.48210547,0.507990847,0.274985048,0.303777,5.144392863,0.000522417,1.640792045,7.872460219,0.508001299,0.194245823,1.875070006,0.93602518,0.000522417,3.513864725,-4.358595494,4.97430938,2.240399342,43174.37702
Benin,3A,49.9,61.47,0.541,1211.319112,Africa,LI,11.485,0.607541817,0.032145828,0.239971029,0.040518941,0.052606867,0.233660366,1.206444849,0.778173504,0.035592713,0.236790879,0.106953093,0.052606867,0.39732221,1.607439265,0.607541817,0.032145828,0.207890885,0.019640984,0.052606867,0.919826381,-0.687612884,1.015679977,1.747546382,43460.36516
Bhutan,3A,70,71.46,0.649,3128.854115,Asia-Pacific,LM,0.754388,0.22388675,0.302771717,2.732837722,2.40487E-06,0.214329253,0.796209316,4.270037163,0.541126601,0.379141701,2.792809633,0.029222167,0.214329253,1.202140283,5.158769638,0.22388675,0.339840183,4.187320087,0.012079016,0.214329253,4.977455289,-0.18131435,3.259631105,1.036427118,43212.97586
Bolivia,3A,67.6,71.239,0.714,2559.521276,South America,LM,11.35309961,0.639294965,1.615463086,0.172084705,0.000992459,0.064749613,0.697365341,3.18995017,0.476111575,1.607141773,0.201783009,0.009494315,0.064749613,0.749221758,3.108502043,0.639294965,2.012863038,11.47965011,0.049056348,0.064749613,14.24561408,11.13711203,1.964144682,0.218207655,43286.83152
Bosnia and Herzegovina,3A,73.7,77.262,0.777,6096.909507,Other Europe,UM,3.323929932,0.470343415,0.196021949,0.814962169,0.000139715,0.030486173,2.399563904,3.911517326,0.864589331,0.372742174,0.635469037,0.0253766,0.030486173,1.963569623,3.892232938,0.470343415,0.241145429,1.253434931,0.003901983,0.030486173,1.999311931,-1.892921007,2.459354544,1.94678623,43249.41292
Botswana,3A,61.9,69.275,0.73,8032.89137,Africa,UM,2.254070068,0.059231327,0.538885541,0.149347307,7.34573E-06,0.029193166,1.106666012,1.883330697,0.304045375,0.078363411,0.219298397,0.009487623,0.029193166,1.728867884,2.369255857,0.059231327,2.211453372,0.759826421,0.242554957,0.029193166,3.302259244,0.933003387,1.497043021,0.71746513,43344.81397
Brazil,3A,71.3,75.672,0.762,11075.62456,South America,UM,209.469,1.178646831,0.819089642,0.745900823,0.03147431,0.12855616,0.730371634,3.6340394,0.593462964,0.656062246,0.465568715,0.040953293,0.12855616,0.703355808,2.587959185,1.178646831,0.819089642,6.321653671,0.161414177,0.12855616,8.60936048,6.021401295,1.635233369,0.300598307,43324.20973
Brunei Darussalam,3A,68.3,75.722,0.836,31436.74303,Asia-Pacific,HI,0.428963013,0.015183684,0.010542354,0.138670409,0.252558803,0.02185995,5.771861528,6.210676727,0.520176432,0.287176006,0.202323039,0.417119472,0.02185995,3.966714048,5.415368948,0.015183684,0.010542354,1.469091845,1.195577127,0.02185995,2.712254959,-2.703113988,3.421766488,1.996629752,43207.67005
Bulgaria,2A,73.8,74.9634,0.813,8642.04078,EU,UM,7.051609863,1.713550729,0.083753515,0.5145318,0.002668177,0.171560419,2.105824259,4.591888898,0.706830983,0.179062758,0.462172256,0.03700322,0.171560419,2.064440243,3.621069879,1.713550729,0.090382056,1.178105454,0.122703742,0.171560419,3.276302401,-0.344767478,2.28801688,1.105230664,43260.5268
Burkina Faso,3A,53.5,61.174,0.443,800.3139002,Africa,LI,19.7515,0.548195216,0.141871592,0.312149206,0.004176894,0.071564097,0.078631536,1.156588542,0.498846402,0.141710295,0.313284146,0.046789391,0.071564097,0.189091875,1.261286206,0.548195216,0.141871592,0.236016066,0.001144137,0.071564097,0.998791109,-0.262495097,0.796958972,1.262812809,
Burundi,3A,51.8,61.247,0.431,210.8040802,Africa,LI,11.17540039,0.400638268,0.058213734,0.241266724,0.001572785,0.071094937,0.015007351,0.7877938,0.412325453,0.059084636,0.242643092,0.003184566,0.071094937,0.045127634,0.833460317,0.400638268,0.058213734,0.008447212,0.007012319,0.071094937,0.54540647,-0.288053847,0.526632001,1.528145269,
Cabo Verde,2B,68.1,72.782,0.663,3740.002413,Africa,LM,0.543767029,,,,,,,1.608580898,,,,,,,1.834152223,,,,,,0.474331616,-1.359820607,1.158931307,3.86681419,43415.94533
Cambodia,2B,64.5,69.57,0.585,1202.624047,Asia-Pacific,LI,16.2497998,,,,,,,1.314573091,,,,,,,1.501408069,,,,,,1.195594155,-0.305813915,0.948682881,1.25578405,
Cameroon,3A,55.3,58.921,0.56,1502.167202,Africa,LM,25.21630078,0.573293252,0.082153989,0.263563136,0.043463238,0.064927348,0.099834369,1.127235333,0.567804778,0.08715548,0.208839726,0.096426918,0.064927348,0.188677012,1.213831261,0.573293252,0.082153989,0.807051128,0.06663086,0.064927348,1.594056577,0.380225316,0.76697399,0.761473136,
Canada,3A,79.2,82.0488,0.928,51517.74853,North America,HI,37.07460156,2.75137036,0.335031896,2.924984466,0.176004284,0.090477613,5.446329925,11.72419854,0.89316919,0.288667957,1.356073785,0.146312492,0.090477613,5.29034867,8.065049706,2.75137036,0.335031896,8.331697491,3.228034733,0.090477613,14.73661209,6.671562388,5.095999381,0.547279772,43172.62481
Central African Republic,3A,38.3,52.805,0.395,379.3655359,Africa,LI,4.666370117,0.295875145,0.551184166,0.28726763,0.009462683,0.038127605,0.02652341,1.208440638,0.316095053,0.537719997,0.259781214,0.017237865,0.038127605,0.034867218,1.203828952,0.295875145,0.551184166,6.623001198,0,0.038127605,7.508188114,6.304359161,0.76065391,0.160335481,
Chad,3A,40.9,53.977,0.397,812.0198635,Africa,LI,15.4777002,0.383660558,0.92367547,0.228610594,0.010526229,0.058341384,0.037380811,1.642195046,0.386437962,0.91765112,0.228765076,0.010745323,0.058341384,0.049384996,1.651325861,0.383660558,0.92367547,0.280083387,0.058402516,0.058341384,1.704163315,0.052837455,1.043410254,0.968995076,43450.81447
Chile,3A,77.1,80.042,0.849,15110.0961,South America,UM,18.72919922,0.325363404,0.198512049,2.088155528,0.359350555,0.116853294,1.665479039,4.753713869,0.601555196,0.419376316,1.087509334,0.172755478,0.116853294,1.895156727,4.293206344,0.325363404,0.417846246,2.120942058,0.354819635,0.116853294,3.335824637,-0.957381707,2.712714449,1.287000011,43235.55157
China,3A,72.1,76.704,0.755,7468.92516,Asia-Pacific,UM,1459.38,0.454208228,0.099113374,0.128528872,0.063680987,0.107280341,2.599621391,3.452433193,0.569592307,0.144927293,0.223991873,0.071745852,0.107280341,2.679195681,3.796733348,0.454208228,0.099113374,0.221132844,0.041662646,0.107280341,0.923397434,-2.873335914,2.399011971,4.111700131,43253.14597
Colombia,3A,70.6,77.109,0.764,7692.152796,South America,UM,49.661,0.249719607,0.629378279,0.083500508,0.023028308,0.036221459,0.529525588,1.551373749,0.380052459,0.613313435,0.114432191,0.040899227,0.036221459,0.671709185,1.856627956,0.249719607,1.099141593,1.988300717,0.065703374,0.036221459,3.439086749,1.582458793,1.173132871,0.539860751,43412.1327
Comoros,2B,,64.118,0.552,1402.738327,Africa,LI,0.832322021,,,,,,,0.889176856,,,,,,,1.193375152,,,,,,0.352037536,-0.841337616,0.75404855,3.389908831,
Congo,3A,52.9,64.29,0.573,2303.979955,Africa,LM,5.244359863,0.125635323,0.041974394,0.428541876,0.096027447,0.035224903,0.212882319,0.940286262,0.272559187,0.071847417,0.283098252,0.145445371,0.035224903,0.219899449,1.028074579,0.125635323,2.533423189,5.791087321,0.292238215,0.035224903,8.777608952,7.749534372,0.64960138,0.117124673,
"Congo, Democratic Republic of",3A,49.3,60.368,0.478,418.9888834,Africa,LI,84.06810156,0.20888557,0.008351025,0.422197691,0.005295297,0.060851822,0.009275174,0.714856578,0.224335308,0.010073982,0.421817933,0.015980698,0.060851822,0.048968861,0.782028604,0.20888557,0.250075268,1.603648608,0.036078426,0.060851822,2.159539694,1.37751109,0.49413425,0.362127451,
Costa Rica,3A,73.6,80.095,0.808,9936.593015,Central America/Caribbean,UM,4.999439941,0.362838023,0.271990944,0.429596457,0.046185787,0.089595768,0.558865305,1.759072282,0.378971683,0.206490981,0.661118264,0.098164229,0.089595768,1.01190618,2.446247106,0.362838023,0.271990944,0.663899097,0.11414053,0.089595768,1.50246436,-0.943782745,1.545690875,1.628156494,43337.14036
Côte d'Ivoire,3A,57.6,57.422,0.534,1667.943185,Africa,LM,25.06919922,1.07573301,0.018659277,0.205224971,0.041932957,0.110831564,0.151203949,1.603585728,0.573612921,0.044412518,0.215035431,0.189740969,0.110831564,0.262749441,1.396382844,1.07573301,0.460986541,0.108047998,0.032894163,0.110831564,1.788493276,0.392110433,0.88232142,0.780759348,
Croatia,3A,80.4,78.0707,0.848,15707.70415,Other Europe,HI,4.156399902,0.707251724,0.03287639,0.772826226,0.047176361,0.077944082,1.431892772,3.069967555,0.621641786,0.178736184,0.648162338,0.078068686,0.077944082,2.276311498,3.880864573,0.707251724,0.139069746,1.563229441,0.34499739,0.077944082,2.832492383,-1.04837219,2.452171305,1.370123569,43249.84768
Cuba,3A,73.7,78.726,0.781,6816.918413,Central America/Caribbean,UM,11.33809961,0.252166932,0.089442482,0.075351027,0.011855078,0.024891444,0.802846072,1.256553036,0.539500017,0.11573156,0.083136038,0.0265939,0.024891444,0.97125167,1.761104629,0.252166932,0.089442482,0.23709803,0.164884617,0.024891444,0.768483505,-0.992621124,1.112775299,2.291662239,43429.00872
Cyprus,2B,74.9,80.828,0.885,23394.93937,EU,HI,1.18927002,,,,,,,2.099204065,,,,,,,3.850167883,,,,,,0.205836195,-3.644331688,2.43277523,18.70500899,43251.03441
Czech Republic,3A,81.4,79.0293,0.898,23720.89927,EU,HI,10.6657002,0.852452414,0.078305096,1.545319975,0.001489426,0.123454605,3.342083042,5.943104558,0.656119264,0.329684497,1.075743027,0.039108034,0.123454605,3.493523518,5.717632944,0.852452414,0.078305096,1.273017284,0.001995767,0.123454605,2.329225165,-3.388407779,3.612755657,2.454736034,43202.03091
Denmark,3A,84.9,80.9537,0.939,64671.69685,EU,HI,5.752129883,1.35691123,0.009036108,0.350006813,0.572613727,0.158076648,1.94824709,4.394891616,0.702308676,0.46932395,1.061159595,0.812304626,0.158076648,3.450213859,6.653387354,1.35691123,0.009036108,0.338960316,1.755308824,0.158076648,3.618293125,-3.035094228,4.204023419,1.838819334,43187.82159
Djibouti,2A,53.8,66.582,0.518,-,Africa,LM,0.958922974,0.016971697,0.208936671,0.157164627,0.024513644,0.215456551,0.284709056,0.907752246,1.493247116,0,0.300297709,0.033556834,0.215456551,0.395830036,2.438388246,0.016971697,0.208936671,0.001985512,0.270715061,0.215456551,0.714065493,-1.724322753,1.540725159,3.414796358,43337.90143
Dominica,2B,,,0.738,6696.544503,Central America/Caribbean,UM,0.071625,,,,,,,1.318458196,,,,,,,2.458398657,,,,,,1.140675338,-1.317723319,1.55336898,2.155213299,43335.97315
Dominican Republic,3A,70.8,73.892,0.751,7697.772958,Central America/Caribbean,UM,10.62709961,0.307819792,0.107435402,0.039261314,0.01094389,0.063000867,0.800205152,1.328666417,0.393476427,0.132922539,0.126868033,0.040676308,0.063000867,1.011899611,1.768843785,0.307819792,0.107435402,0.166033509,0.023502637,0.063000867,0.667792208,-1.101051577,1.117665379,2.648793688,43427.57359
Ecuador,2B,72.5,76.8,0.762,5180.585679,South America,UM,17.08440039,,,,,,,2.266001091,,,,,,,1.702467869,,,,,,1.88578879,0.183320921,1.075724952,0.902788201,43440.30606
Egypt,2B,68.6,71.825,0.701,2905.807098,Africa,LM,98.42360156,,,,,,,1.309289315,,,,,,,1.83631018,,,,,,0.365710103,-1.470600077,1.160294838,5.021218076,43415.57522
El Salvador,3A,67.9,73.096,0.67,3507.051357,Central America/Caribbean,LM,6.42075,0.210416398,0.099345372,0.316521337,0.196585892,0.042399883,0.3560472,1.221316082,0.440008725,0.1929943,0.419115179,0.142865894,0.042399883,0.790651992,2.028035975,0.210416398,0.139388774,0.087567337,0.109250647,0.042399883,0.589023039,-1.439012935,1.281439104,3.443050338,43385.83601
Equatorial Guinea,2A,,58.402,0.582,10134.68628,Africa,HI,1.308969971,0.080155407,0.005354462,0.817995532,0.014438987,0.023078122,1.531234864,2.472257374,0.239755025,0.02406641,0.151856723,0.051753436,0.023078122,1.531234864,2.021744581,0.080155407,0.082529583,2.60265053,0.56796566,0.023078122,3.356379302,1.334634721,1.277463811,0.602358792,43386.72238
Eritrea,3A,,65.941,0.456,-,Africa,LI,3.452790039,0.134224582,0.327680453,0.113810919,0.029334539,0.043237773,0.083702,0.731990266,0.213612074,0.328630878,0.11632798,0.029153833,0.043237773,0.083702,0.814664537,0.134224582,0.327680453,0.103791011,1.64564456,0.043237773,2.254578379,1.439913843,0.514755659,0.361337864,
Estonia,3A,81.6,78.2439,0.889,19918.66411,EU,HI,1.322920044,0.89278404,0.102397017,5.274163731,0.251423492,0.082423027,3.96309303,10.56628434,0.29391991,0.163656747,4.033952602,0.077121723,0.082423027,3.358366497,8.009440506,0.89278404,0.102397017,3.989185714,4.264996746,0.082423027,9.331786545,1.322346039,5.060862034,0.858296583,43173.1221
Eswatini,3A,53.3,59.401,0.605,4761.59033,Africa,LM,1.136280029,0.279356724,0.4015576,1.174509172,8.71011E-05,0.069788899,0.365782192,2.291081688,0.438546377,0.465571737,0.977699149,0.018871609,0.069788899,0.493417776,2.463895547,0.279356724,0.553812714,0.048305668,0.005132405,0.069788899,0.95639641,-1.507499137,1.556842256,2.576228351,43335.44893
Ethiopia,3A,54.5,66.24,0.478,570.6548011,Africa,LI,109.224,0.334250129,0.10064526,0.404952485,0.001403421,0.067530578,0.050354355,0.959136228,0.347019754,0.099524411,0.407392763,0.00145001,0.067530578,0.097606765,1.020524281,0.334250129,0.10064526,0.053205131,0.002322289,0.067530578,0.557953387,-0.462570893,0.644830633,1.82904935,
Fiji,3A,71.2,67.341,0.742,4794.682114,Asia-Pacific,UM,0.883482971,0.169387178,0.089754062,0.644178579,0.527720871,0.025833442,0.451843599,1.908717731,0.427076485,0.217241182,0.7656324,0.534658021,0.025833442,0.696886938,2.667328468,0.169387178,0.089754062,1.409901042,0.646921099,0.025833442,2.341796822,-0.325531646,1.685383813,1.139009347,43317.56788
Finland,3A,85.9,81.7341,0.937,48890.19194,EU,HI,5.522580078,0.568349076,0.076932346,8.136007725,0.147421146,0.096522069,2.831679976,11.85691234,0.716764084,0.187605542,1.160750471,0.207071531,0.096522069,4.074750475,6.443464173,0.568349076,0.076932346,9.127250232,2.269386062,0.096522069,12.13843979,5.694975614,4.071380913,0.530831333,43190.65017
France,3A,81.7,82.7244,0.898,45056.68277,EU,HI,65.02919922,1.089319253,0.157550574,0.414529589,0.138505105,0.151290028,1.681278187,3.632472737,0.791202474,0.243761705,0.509444271,0.217009735,0.151290028,2.508323108,4.421031321,1.089319253,0.157550574,0.871603839,0.110223215,0.151290028,2.379986909,-2.041044412,2.79348221,1.857586403,43231.66129
